ID,SKU,GTIN / EAN / UPC,MPN,Product Name (EN),Brand,Model Number,Category,Product Type,Condition,Product Name (AR),Short Description (AR),Key Features (AR) [JSON],Package Contents (AR),Weight (kg),Length (cm),Width (cm),Height (cm),Shipping Class,Dimension Confidence,Country of Origin,HS Code,Voltage,Regular Price (SAR),Sale Price (SAR),Cost Price FOB,Cost Currency,Landed Cost (SAR),MSRP,MAP Price,VAT Rate (%),Price Incl. VAT,Amazon SA Ref Price,Your Price vs Amazon (SAR),Your Price vs Amazon (%),Amazon Ref URL,Amazon Ref Date,Lifecycle Status,Replacement SKU,Release Date,EOL Date,Warranty (months),Warranty Type,Return Policy Days
529,GC-FRF-GLOBAL-310,,,Free Fire Diamonds 310 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,فري فاير الماس 310 Diamonds (Global),"<p>بطاقة فري فاير الماس بقيمة 310 ماس لمنطقة Global تُسهم في تحسين تجربة اللعب وتعزز فرص الفوز في ألعاب الفري فاير. تُقدّم تجربة سلسة وآمنة للاعبين عبر العالم.</p>  
<strong>لماذا هذا المنتج؟</strong>",,,,,,,Digital - No Shipping,Unknown,,,,12,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
530,GC-FRF-GLOBAL-1080,,,Free Fire Diamonds 1080 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,فري فاير الماس 1080 Diamonds (Global),"<p>بطاقة Free Fire Diamonds بقيمة 1080 ماس تُستخدم في منطقة Global، تُقدّم تجربة لعب مُميّزة عبر تفعيلها مباشرةً في التطبيق أو المتجر الرسمي. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع.</p>  
",,,,,,,Digital - No Shipping,Unknown,,,,43,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
531,GC-FRF-GLOBAL-2200,,,Free Fire Diamonds 2200 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,فري فاير الماس 2200 Diamonds (Global),"<p>بطاقة فري فاير الماس بقيمة 2200 ماس لمنطقة Global. تصل إليك عبر البريد الإلكتروني فور إتمام الدفع، ويمكن تفعيلها مباشرة من خلال التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟",,,,,,,Digital - No Shipping,Unknown,,,,88,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
533,GC-MLB-GLOBAL-86,,,Mobile Legends Diamonds 86 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,موبايل ليجندز الماس 86 Diamonds (Global),"<p>بطاقة Mobile Legends Diamonds بقيمة 86 دايموند لمنطقة Global. تُشحن فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
534,GC-MLB-GLOBAL-172,,,Mobile Legends Diamonds 172 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,موبايل ليجندز الماس 172 Diamonds (Global),<p>بطاقة موبايل ليجندز الماس بقيمة 172 دايموند لمنطقة Global. تصل إلى بريدك الإلكتروني,,,,,,,Digital - No Shipping,Unknown,,,,7,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
535,GC-MLB-GLOBAL-706,,,Mobile Legends Diamonds 706 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,موبايل ليجندز الماس 706 Diamonds (Global),"<p>بطاقة Mobile Legends Diamonds بقيمة 706 Diamonds لمنطقة Global تُقدّم تجربة لعب مميزة بسرعة توصيل فورية عبر البريد الإلكتروني بعد إتمام الدفع.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل ",,,,,,,Digital - No Shipping,Unknown,,,,28,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
536,GC-MLB-GLOBAL-2195,,,Mobile Legends Diamonds 2195 Diamonds (Global),,,Gift Cards & Software Keys,Digital,New,موبايل ليجندز الماس 2195 Diamonds (Global),"<p>بطاقة موبايل ليجندز الماس بقيمة 2195 دايموند لمنطقة Global، تُسهم في تحسين تجربة اللعب عبر تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فوري عب",,,,,,,Digital - No Shipping,Unknown,,,,88,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
537,GC-APL-US-10,,,Apple iTunes / App Store $10 (US),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 10 دولار (US),"<p>بطاقة آبل أيتونز بقيمة 10 دولار لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
538,GC-APL-US-25,,,Apple iTunes / App Store $25 (US),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 25 دولار (US),"<p>بطاقة آبل أيتونز بقيمة 25 دولار أمريكي لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيلها مباشرة عبر تطبيق آبل أو المتجر الرسمي.</p>
<strong>لماذا هذا المنتج",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
539,GC-APL-US-50,,,Apple iTunes / App Store $50 (US),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 50 دولار (US),"<p>بطاقة Apple iTunes بقيمة 50 دولار لمنطقة US، تُسليم فورًا عبر البريد الإلكتروني بعد الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي لبطاقة آبل.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
540,GC-APL-US-100,,,Apple iTunes / App Store $100 (US),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 100 دولار (US),<p>بطاقة Apple iTunes / App Store بقيمة 100 دولار أمريكي لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيل الرمز عبر التطبيق أو المتجر الرسمي لبطاقة Apple.</p>  ,,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
541,GC-APL-KSA-10,,,Apple iTunes / App Store $10 (KSA),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 10 دولار (KSA),"<p>بطاقة Apple iTunes / App Store بقيمة 10 دولار لمنطقة المملكة العربية السعودية. تصل إلى بريدك الإلكتروني فورًا بعد الدفع، ويمكن تفعيل الرمز عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذ",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
542,GC-APL-KSA-25,,,Apple iTunes / App Store $25 (KSA),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 25 دولار (KSA),"<p>بطاقة آبل أيتونز بقيمة 25 دولار لمنطقة المملكة العربية السعودية. تصل إلى بريدك الإلكتروني فورًا بعد الدفع، ويمكن تفعيلها عبر التطبيق أو المتجر الرسمي.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
543,GC-APL-KSA-50,,,Apple iTunes / App Store $50 (KSA),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 50 دولار (KSA),"<p>بطاقة Apple iTunes / App Store بقيمة 50 دولار أمريكي لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي.</p>  
<strong>",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
544,GC-APL-KSA-100,,,Apple iTunes / App Store $100 (KSA),,,Gift Cards & Software Keys,Digital,New,بطاقة آبل أيتونز 100 دولار (KSA),"<p>بطاقة Apple iTunes/App Store بقيمة 100 دولار لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مما يوفر لك تجربة سلسة وسريعة.</p>  
<strong>لماذا هذا المنتج؟</str",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
545,GC-GP-US-10,,,Google Play $10 (US),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 10 دولار (US),"<p>بطاقة قوقل بلاي بقيمة 10 دولار لمنطقة US. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مع إمكانية تفعيل الرمز عبر التطبيق أو المتجر الرسمي.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>تو",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
546,GC-GP-US-25,,,Google Play $25 (US),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 25 دولار (US),<p>بطاقة Google Play بقيمة 25 دولار أمريكي (US) تُشحن فورًا عبر البريد الإلكتروني خلال دقائق بعد إتمام الدفع. يمكن تفعيل الرمز عبر التطبيق أو المتجر الرسمي للبطاقة.</p>,,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
547,GC-GP-US-50,,,Google Play $50 (US),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 50 دولار (US),<p>بطاقة قوقل بلاي بقيمة 50 دولار لمنطقة US. يتم تسليمها فورًا عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل,,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
548,GC-GP-US-100,,,Google Play $100 (US),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 100 دولار (US),"<p>بطاقة قوقل بلاي بقيمة 100 دولار لمنطقة US. يتم تسليمها فورًا عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. يمكن تفعيل الرمز عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</stro",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
549,GC-GP-KSA-10,,,Google Play $10 (KSA),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 10 دولار (KSA),<p>بطاقة قوقل بلاي بقيمة 10 دولار تُستخدم في منطقة KSA، تُقدّم تجربة شراء سريعة وآمنة عبر البريد الإلكتروني بعد إتمام الدفع. تُمكّنك من شراء تطبيقات وخدمات بسهولة من خلال التطبيق أو المتجر الرسمي.</p>,,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
550,GC-GP-KSA-25,,,Google Play $25 (KSA),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 25 دولار (KSA),"<p>بطاقة قوقل بلاي بقيمة 25 دولار لمنطقة KSA. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيل الرمز مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
551,GC-GP-KSA-50,,,Google Play $50 (KSA),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 50 دولار (KSA),<p>بطاقة إلكترونية Google Play بقيمة 50 دولار أمريكي مخصصة لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مما يضمن استلامك للرمز فورًا لتفعيلها عبر التطبيق الرسمي,,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
552,GC-GP-KSA-100,,,Google Play $100 (KSA),,,Gift Cards & Software Keys,Digital,New,قوقل بلاي 100 دولار (KSA),"<p>بطاقة قوقل بلاي بقيمة 100 دولار لمنطقة KSA. تصل إلى بريدك الإلكتروني فورًا خلال دقائق بعد إتمام الدفع. يتم تفعيل الرمز عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
560,GC-SPF-GLOBAL-30,,,Spotify Premium $30 (Global),,,Gift Cards & Software Keys,Digital,New,سبوتيفاي بريميوم 30 دولار (Global),"<p>بطاقة سبوتيفاي بريميوم بقيمة 30 دولار لمنطقة Global. تصل إليك عبر البريد الإلكتروني فور إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>الت",,,,,,,Digital - No Shipping,Unknown,,,,120,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
561,GC-SPF-GLOBAL-60,,,Spotify Premium $60 (Global),,,Gift Cards & Software Keys,Digital,New,سبوتيفاي بريميوم 60 دولار (Global),"<p>بطاقة سبوتيفاي بريميوم بقيمة 60 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>قي",,,,,,,Digital - No Shipping,Unknown,,,,241,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
562,GC-SPF-GLOBAL-99,,,Spotify Premium $99 (Global),,,Gift Cards & Software Keys,Digital,New,سبوتيفاي بريميوم 99 دولار (Global),"<p>بطاقة سبوتيفاي بريميوم بقيمة 99 دولار لمنطقة Global. التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</stro",,,,,,,Digital - No Shipping,Unknown,,,,397,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
564,GC-DSP-US-25,,,Disney+ $25 (US),,,Gift Cards & Software Keys,Digital,New,ديزني بلس 25 دولار (US),"<p>بطاقة ديزني بلس بقيمة 25 دولار لمنطقة US. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، ويمكن تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
565,GC-DSP-US-80,,,Disney+ $80 (US),,,Gift Cards & Software Keys,Digital,New,ديزني بلس 80 دولار (US),"<p>بطاقة ديزني بلس بقيمة 80 دولار أمريكي لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا ا",,,,,,,Digital - No Shipping,Unknown,,,,321,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
567,GC-PSP-US-1,,,PlayStation Plus 1 Months (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 1 Months (US),"<p>بطاقة بلايستيشن بلس بقيمة شهر واحد لمنطقة الولايات المتحدة. تصل إليك عبر البريد الإلكتروني فورًا بعد الدفع، ويمكنك تفعيل الرمز عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</s",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
568,GC-PSP-US-3,,,PlayStation Plus 3 Months (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 3 Months (US),"<p>بطاقة بلايستيشن بلس بقيمة 3 أشهر لمنطقة الولايات المتحدة. تصل إليك فورًا عبر البريد الإلكتروني بعد إتمام الدفع. تفعيل الرمز عبر التطبيق الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
569,GC-PSP-US-12,,,PlayStation Plus 12 Months (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 12 Months (US),"<p>بطاقة بلايستيشن بلس بقيمة 12 شهرًا لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟<",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
570,GC-PSP-KSA-1,,,PlayStation Plus 1 Months (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 1 Months (KSA),"<p>بطاقة بلايستيشن بلس بقيمة شهر واحد لمنطقة المملكة العربية السعودية. تصل إليك فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكنك تفعيل الرمز عبر التطبيق الرسمي للبطاقة.</p>  
<strong>لماذا هذا المن",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
571,GC-PSP-KSA-3,,,PlayStation Plus 3 Months (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 3 Months (KSA),"<p>بطاقة بلايستيشن بلس بقيمة 3 أشهر لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا ال",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
572,GC-PSP-KSA-12,,,PlayStation Plus 12 Months (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن بلس 12 Months (KSA),"<p>بطاقة بلايستيشن بلس بقيمة 12 شهرًا لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا ",,,,,,,Digital - No Shipping,Unknown,,,,5,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
